免费勿扫(二姨生日快乐),#genre#
袁sir-53(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32858_fa3a71a5/index.m3u8$ikanbot
袁sir-54(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32861_def0a6c1/index.m3u8$ikanbot
袁sir-55(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32860_ca196c9e/index.m3u8$ikanbot
袁sir-56(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32859_eb02bcfc/index.m3u8$ikanbot
袁sir-57(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32862_9ca69c61/index.m3u8$ikanbot
袁sir-58(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32863_92a57ba9/index.m3u8$ikanbot
袁sir-59(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32864_d25fc3e3/index.m3u8$ikanbot
袁sir-60(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32865_67b9ab84/index.m3u8$ikanbot
袁sir-61(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32866_94897eb6/index.m3u8$ikanbot
袁sir-62(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32867_c255b800/index.m3u8$ikanbot
袁sir-63(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32868_0fe1a974/index.m3u8$ikanbot
袁sir-64(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32869_66e35c80/index.m3u8$ikanbot
袁sir-65(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32871_aa76d4fe/index.m3u8$ikanbot
袁sir-66(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32870_99d990cf/index.m3u8$ikanbot
袁sir-67(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32873_b47373d1/index.m3u8$ikanbot
袁sir-68(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32872_3cc8b603/index.m3u8$ikanbot
袁sir-69(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32874_1dc21969/index.m3u8$ikanbot
袁sir-70(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32875_316ac7e6/index.m3u8$ikanbot
袁sir-71(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32876_424708da/index.m3u8$ikanbot
袁sir-72(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32877_33e01ee6/index.m3u8$ikanbot
袁sir-73(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32879_a1072543/index.m3u8$ikanbot
袁sir-74(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32878_67460b8b/index.m3u8$ikanbot
袁sir-75(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32880_dfdaa580/index.m3u8$ikanbot
袁sir-76(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32881_8030d530/index.m3u8$ikanbot
袁sir-77(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32882_f2ca954d/index.m3u8$ikanbot
袁sir-78(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32883_98bab313/index.m3u8$ikanbot
袁sir-79(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32886_f1048291/index.m3u8$ikanbot
袁sir-80(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32884_d697fea1/index.m3u8$ikanbot
袁sir-81(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32885_c314cec2/index.m3u8$ikanbot
袁sir-82(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32887_6066de03/index.m3u8$ikanbot
袁sir-83(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32888_664d35bd/index.m3u8$ikanbot
袁sir-84(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32889_ff563cdd/index.m3u8$ikanbot
袁sir-85(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32890_402f94c9/index.m3u8$ikanbot
袁sir-86(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32892_d0ccc7c3/index.m3u8$ikanbot
袁sir-87(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32891_2d853d6e/index.m3u8$ikanbot
袁sir-88(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32895_a147d7af/index.m3u8$ikanbot
袁sir-89(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32894_2e06aae6/index.m3u8$ikanbot
袁sir-90(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32893_b09a433f/index.m3u8$ikanbot
袁sir-91(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32896_ab4cfc21/index.m3u8$ikanbot
袁sir-92(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32898_d3827f13/index.m3u8$ikanbot
袁sir-93(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32897_c199c254/index.m3u8$ikanbot
袁sir-94(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32901_02476f4d/index.m3u8$ikanbot
袁sir-95(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32899_fb9f5c0a/index.m3u8$ikanbot
袁sir-96(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32900_caca7cc3/index.m3u8$ikanbot
袁sir-97(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32903_2855deee/index.m3u8$ikanbot
袁sir-98(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32902_d49e62d4/index.m3u8$ikanbot
袁sir-99(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32905_04d60809/index.m3u8$ikanbot
袁sir-100(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32904_0b8d1f12/index.m3u8$ikanbot
袁sir-101(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32906_24bd51c8/index.m3u8$ikanbot
袁sir-102(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32907_f090c7af/index.m3u8$ikanbot
袁sir-103(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32909_d52679af/index.m3u8$ikanbot
袁sir-104(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32908_1026016e/index.m3u8$ikanbot
袁sir-105(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32910_d5dbf5ff/index.m3u8$ikanbot
袁sir-106(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32913_2b99358f/index.m3u8$ikanbot
袁sir-107(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32912_0fbb0c0f/index.m3u8$ikanbot
袁sir-108(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32911_48860b91/index.m3u8$ikanbot
袁sir-109(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32914_86ebc74e/index.m3u8$ikanbot
袁sir-110(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32915_10f69bb8/index.m3u8$ikanbot
袁sir-111(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32917_08bad06e/index.m3u8$ikanbot
袁sir-112(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32916_889348b6/index.m3u8$ikanbot
袁sir-113(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32918_d3900525/index.m3u8$ikanbot
袁sir-114(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32920_5129f4e9/index.m3u8$ikanbot
袁sir-115(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32919_5c5428ed/index.m3u8$ikanbot
袁sir-116(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32922_774839eb/index.m3u8$ikanbot
袁sir-117(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32921_88c73742/index.m3u8$ikanbot
袁sir-118(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32923_a8f9a046/index.m3u8$ikanbot
袁sir-119(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32924_0652608d/index.m3u8$ikanbot
袁sir-120(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32926_3aa1c00f/index.m3u8$ikanbot
袁sir-121(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32929_d34adae5/index.m3u8$ikanbot
袁sir-122(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32925_fbaaa1d3/index.m3u8$ikanbot
袁sir-123(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32928_fd461815/index.m3u8$ikanbot
袁sir-124(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32927_2e6623d8/index.m3u8$ikanbot
袁sir-125(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32931_1cb98cd9/index.m3u8$ikanbot
袁sir-126(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32930_c5342500/index.m3u8$ikanbot
袁sir-127(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32932_9b2d89f6/index.m3u8$ikanbot
袁sir-128(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32933_1937be83/index.m3u8$ikanbot
袁sir-129(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32934_9a5a073d/index.m3u8$ikanbot
袁sir-130(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32937_791299b8/index.m3u8$ikanbot
袁sir-131(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32935_64c635c3/index.m3u8$ikanbot
袁sir-132(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32936_2bed9382/index.m3u8$ikanbot
袁sir-133(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32939_99da19a5/index.m3u8$ikanbot
袁sir-134(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32938_db43474d/index.m3u8$ikanbot
袁sir-135(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32940_ecb32a31/index.m3u8$ikanbot
袁sir-136(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32941_c583a978/index.m3u8$ikanbot
袁sir-137(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32943_483ccb8d/index.m3u8$ikanbot
袁sir-138(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32942_c96bc585/index.m3u8$ikanbot
袁sir-139(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32944_12989447/index.m3u8$ikanbot
袁sir-140(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32946_85e4f555/index.m3u8$ikanbot
袁sir-141(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32945_63cc0492/index.m3u8$ikanbot
袁sir-142(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32948_ea5812a2/index.m3u8$ikanbot
袁sir-143(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32949_95eac714/index.m3u8$ikanbot
袁sir-144(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32947_0bd3e634/index.m3u8$ikanbot
袁sir-145(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32952_8c0031a3/index.m3u8$ikanbot
袁sir-146(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32951_c9581dea/index.m3u8$ikanbot
袁sir-147(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32950_f7c21c32/index.m3u8$ikanbot
袁sir-148(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32954_08ea81aa/index.m3u8$ikanbot
袁sir-149(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32953_8a574cc4/index.m3u8$ikanbot
袁sir-150(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32957_029d6090/index.m3u8$ikanbot
袁sir-151(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32955_11e4e0d5/index.m3u8$ikanbot
袁sir-152(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32956_fcf0df94/index.m3u8$ikanbot
袁sir-153(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32958_f7098896/index.m3u8$ikanbot
袁sir-154(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32959_76e85979/index.m3u8$ikanbot
袁sir-155(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32962_e123e6a7/index.m3u8$ikanbot
袁sir-156(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32960_118faa90/index.m3u8$ikanbot
袁sir-157(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32961_09e26d8e/index.m3u8$ikanbot
袁sir-158(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32965_012fb8f8/index.m3u8$ikanbot
袁sir-159(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32964_e22ae9bc/index.m3u8$ikanbot
袁sir-160(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32963_a1943295/index.m3u8$ikanbot
袁sir-161(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32966_4b6df050/index.m3u8$ikanbot
袁sir-162(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32967_3724426f/index.m3u8$ikanbot
袁sir-163(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32969_108cf9ad/index.m3u8$ikanbot
袁sir-164(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32968_9f6fca41/index.m3u8$ikanbot
袁sir-165(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32971_8bd3df87/index.m3u8$ikanbot
袁sir-166(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32970_5d5083f4/index.m3u8$ikanbot
袁sir-167(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32973_5b3266c7/index.m3u8$ikanbot
袁sir-168(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32972_92f93cc1/index.m3u8$ikanbot
袁sir-169(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32974_fde605b0/index.m3u8$ikanbot
袁sir-170(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32975_4334afd9/index.m3u8$ikanbot
袁sir-171(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32976_5aa8b223/index.m3u8$ikanbot
袁sir-172(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32977_e9b0cc73/index.m3u8$ikanbot
袁sir-173(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32978_c29d6419/index.m3u8$ikanbot
袁sir-174(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32979_77220836/index.m3u8$ikanbot
袁sir-175(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32981_3866239c/index.m3u8$ikanbot
袁sir-176(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32980_ac6f6220/index.m3u8$ikanbot
袁sir-177(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32983_b0486e79/index.m3u8$ikanbot
袁sir-178(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32982_e969a25f/index.m3u8$ikanbot
袁sir-179(二姨生日快乐),https://vip1.lz-cdn6.com/20221126/32984_d7ac45d7/index.m3u8$ikanbot

哈利波特(二姨生日快乐),#genre#
1.魔法石-国语(二姨生日快乐),https://c1.rrcdnbf2.com/video/haliboteyumofashi/HD国语/index.m3u8
2.密室-国语(二姨生日快乐),https://vip.ffzy-play6.com/20221017/4_0e19d1a9/index.m3u8
3.阿兹卡班的囚徒-国语(二姨生日快乐),https://mv1.zxchy.com/api/v2/vip/normal/300663/index.m3u8
4.火焰杯-国语(二姨生日快乐),https://vip.ffzy-play6.com/20221017/8_1d16ea01/index.m3u8
5.凤凰社-国语(二姨生日快乐),https://c1.rrcdnbf2.com/video/haliboteyufenghuangshe/HD国语/index.m3u8
6.混血王子-国语(二姨生日快乐),https://c1.rrcdnbf2.com/video/haliboteyuhunxuewangzi/HD国语/index.m3u8
7.死亡圣器上-国语(二姨生日快乐),https://hn.bfvvs.com/play/yb8K72av/index.m3u8
7.死亡圣器下-国语(二姨生日快乐),https://vip.ffzy-play6.com/20221019/155_4173f041/index.m3u8
1.魔法石-英语(二姨生日快乐),https://vip.ffzy-play6.com/20221126/8430_512a9273/index.m3u8
2.密室-英语(二姨生日快乐),https://vip.ffzy-play6.com/20221017/3_07e483ef/index.m3u8
3.阿兹卡班的囚徒-英语(二姨生日快乐),https://mv1.zxchy.com/api/v2/dsdy/dsdy_z5xxiBBMCYfwF7ZXpHE95KrRG2sKQH2aObovikklifk/index.m3u8
4.火焰杯-英语(二姨生日快乐),https://vip.ffzy-play6.com/20221017/7_585834fc/index.m3u8
5.凤凰社-英语(二姨生日快乐),https://vip.ffzy-play6.com/20221126/8435_83c99549/index.m3u8
6.混血王子-英语(二姨生日快乐),https://vip.ffzy-play6.com/20221126/8437_6089bc80/index.m3u8
7.死亡圣器上-英语(二姨生日快乐),https://c1.rrcdnbf2.com/video/haliboteyusiwangshengqishang/HD中字/index.m3u8
7.死亡圣器下-英语(二姨生日快乐),https://p.bvvvvvvvvv1f.com/video/haliboteyusiwangshengqixiayuansheng/HD中字/index.m3u8

粤港澳台(二姨生日快乐),#genre#
镜新闻(二姨生日快乐),https://d36dgdk71xuzzg.cloudfront.net/v1/manifest/3a2ac8e6b6c76471996ebf627393d9c9417a60b6/linetv-6-627778910172-MediaTailor-production/c9b2313d-efdd-4777-9fae-573be8a86755/0.m3u8

东森财经(二姨生日快乐),http://mg.hmysapp.cn:177/港澳台/台湾湾4G/東森財經新聞.php?id=301$XCDS
东森新闻(二姨生日快乐),http://mg.hmysapp.cn:177/港澳台/台湾湾4G/東森新聞.php?id=301$XCDS
华视(二姨生日快乐),http://mg.hmysapp.cn:177/港澳台/台湾湾4G/華視.php?id=301$XCDS
华视新闻(二姨生日快乐),http://mg.hmysapp.cn:177/港澳台/台湾湾4G/華視新聞台.php?id=301$XCDS
民视(二姨生日快乐),http://mg.hmysapp.cn:177/港澳台/台湾湾4G/民視.php?id=301$XCDS
民视新闻(二姨生日快乐),http://mg.hmysapp.cn:177/港澳台/台湾湾4G/民視新聞.php?id=301$XCDS
寰宇新闻(二姨生日快乐),http://mg.hmysapp.cn:177/港澳台/台湾湾4G/寰宇新聞.php?id=301$XCDS
寰宇新闻台湾(二姨生日快乐),http://mg.hmysapp.cn:177/港澳台/台湾湾4G/寰宇新聞台灣台.php?id=30$XCDS
中天新闻(二姨生日快乐),http://mg.hmysapp.cn:177/港澳台/台湾湾4G/中天新聞台.php?id=301$XCDS
中视(二姨生日快乐),http://mg.hmysapp.cn:177/港澳台/台湾湾4G/中視.php?id=301$XCDS
中视新闻(二姨生日快乐),http://mg.hmysapp.cn:177/港澳台/台湾湾4G/中視新聞台.php?id=301$XCDS
TVBS(二姨生日快乐),http://mg.hmysapp.cn:177/港澳台/台湾湾4G/TVBS.php?id=30$XCDS
TVBS新闻(二姨生日快乐),http://mg.hmysapp.cn:177/港澳台/台湾湾4G/TVBS新聞台.php?id=301$XCDS
民视新闻(二姨生日快乐),http://mg.hmysapp.cn:177/港澳台/台湾湾4G/民視新聞.php?id=301$XCDS
华视(二姨生日快乐),http://mg.hmysapp.cn:177/港澳台/台湾湾4G/華視.php?id=301$XCDS
华视新闻(二姨生日快乐),http://mg.hmysapp.cn:177/港澳台/台湾湾4G/華視新聞台.php?id=301$XCDS
凤凰中文(二姨生日快乐),http://mg.hmysapp.cn:177/港澳台/香港港hk/凤凰卫视中文台.php?id=301$XCDS
凤凰资讯(二姨生日快乐),http://mg.hmysapp.cn:177/港澳台/香港港hk/凤凰卫视资讯台.php?id=301$XCDS
凤凰香港(二姨生日快乐),http://mg.hmysapp.cn:177/港澳台/香港港hk/凤凰卫视香港台.php?id=301$XCDS
TVB Plus(二姨生日快乐),http://mg.hmysapp.cn:177/港澳台/香港港hk/TVBplus.php?id=301$XCDS
TVB无线新闻台(二姨生日快乐),http://mg.hmysapp.cn:177/港澳台/香港港hk/无线新闻台.php?id=301$XCDS
TVB翡翠台(二姨生日快乐),http://mg.hmysapp.cn:177/港澳台/香港港hk/翡翠台.php?id=301$XCDS
TVB明珠台(二姨生日快乐),http://mg.hmysapp.cn:177/港澳台/香港港hk/明珠台.php?id=301$XCDS

民视(二姨生日快乐),rtmp://f13h.mine.nu/sat/tv051$台湾台中
中视(二姨生日快乐),rtmp://f13h.mine.nu/sat/tv091$台湾台中
华视(二姨生日快乐),rtmp://f13h.mine.nu/sat/tv111$台湾台中
台视(二姨生日快乐),rtmp://f13h.mine.nu/sat/tv071$台湾台中
非凡新闻(二姨生日快乐),rtmp://f13h.mine.nu/sat/tv581$台湾台中
东森超视(二姨生日快乐),rtmp://f13h.mine.nu/sat/tv331$台湾台中
纬来育乐(二姨生日快乐),rtmp://f13h.mine.nu/sat/tv701$台湾台中
纬来日本(二姨生日快乐),rtmp://f13h.mine.nu/sat/tv771$台湾台中
纬来体育(二姨生日快乐),rtmp://f13h.mine.nu/sat/tv721$台湾台中
DAZN1(二姨生日快乐),rtmp://f13h.mine.nu/sat/tv731$台湾台中
DAZN2(二姨生日快乐),rtmp://f13h.mine.nu/sat/tv741$台湾台中
ELTA2(二姨生日快乐),rtmp://f13h.mine.nu/sat/md011$台湾台中

国会1(二姨生日快乐),http://165.154.226.214:50007/of-4gtv-4gtv084/index.m3u8?proxy=true$台湾台北
国会2(二姨生日快乐),http://165.154.226.214:50007/of-4gtv-4gtv085/index.m3u8?proxy=true$台湾台北
中视(二姨生日快乐),http://165.154.226.214:50007/of-4gtv-4gtv040/index.m3u8?proxy=true$台湾台北
华视新闻(二姨生日快乐),http://165.154.226.214:50007/of-4gtv-4gtv041/index.m3u8?proxy=true$台湾台北
东森购物1台(二姨生日快乐),http://165.154.226.214:50007/of-4gtv-4gtv102/index.m3u8?proxy=true$台湾台北
东森购物2台(二姨生日快乐),http://165.154.226.214:50007/of-4gtv-4gtv103/index.m3u8?proxy=true$台湾台北
中天新闻(二姨生日快乐),http://165.154.226.214:50007/of-4gtv-4gtv009/index.m3u8?proxy=true$台湾台北
中视新闻(二姨生日快乐),http://165.154.226.214:50007/of-4gtv-4gtv074/index.m3u8?proxy=true$台湾台北
好消息1(二姨生日快乐),http://165.154.226.214:50007/of-litv-ftv16/index.m3u8?proxy=true$台湾台北
好消息2(二姨生日快乐),http://165.154.226.214:50007/of-litv-ftv17/index.m3u8?proxy=true$台湾台北
亚洲旅游台(二姨生日快乐),http://165.154.226.214:50007/of-4gtv-4gtv076/index.m3u8?proxy=true$台湾台北
华视新闻http://165.154.226.214:50007/of-4gtv-4gtv052/index.m3u8?proxy=true$台湾台北
寰宇新闻(二姨生日快乐),http://165.154.226.214:50007/of-litv-longturn14/index.m3u8?proxy=true$台湾台北
寰宇新闻台湾(二姨生日快乐),http://165.154.226.214:50007/of-4gtv-4gtv156/index.m3u8?proxy=true$台湾台北
寰宇财经(二姨生日快乐),http://165.154.226.214:50007/of-4gtv-4gtv158/index.m3u8?proxy=true$台湾台北
第一商业(二姨生日快乐),http://165.154.226.214:50007/4gtv-4gtv104/index.m3u8?proxy=true$台湾台北

生命电视(二姨生日快乐),http://61.216.67.119:1935/lifetv/lifetv.stream/manifest.m3u8$TW彰化
人间卫视(二姨生日快乐),https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/playlist.m3u8$台湾台南
人间卫视(二姨生日快乐),http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8$TW彰化
人间卫视(二姨生日快乐),http://61.216.67.119:1935/bltvhd/bltv1/playlist.m3u8$TW彰化


民视影剧(二姨生日快乐),https://cdn12.178.indevs.in/163189/73d93f1c22fa91d7$旧金山03
公视戏剧(二姨生日快乐),https://cdn12.178.indevs.in/163189/2973b910e7719c08$旧金山03
采昌影剧台(二姨生日快乐),https://cdn12.178.indevs.in/163189/0a6204ed0261460c$旧金山03
靖天映画(二姨生日快乐),https://cdn12.178.indevs.in/163189/bd4752bd7828b2bf$旧金山03
靖天戏剧台(二姨生日快乐),https://cdn12.178.indevs.in/163189/177d541552f78003$旧金山03
靖天电影台(二姨生日快乐),https://cdn12.178.indevs.in/163189/ed33509e03e78c7a$旧金山03
靖洋戏剧台(二姨生日快乐),https://cdn12.178.indevs.in/163189/25084ef5a2662aad$旧金山03
FGM Gold(二姨生日快乐),https://cdn12.178.indevs.in/163189/a643783ec587540e$旧金山03
amc电影台(二姨生日快乐),https://cdn12.178.indevs.in/163189/0bcf9bb8c452e56a$旧金山03
CinemaWorld(二姨生日快乐),https://cdn12.178.indevs.in/163189/6086cfe7a9756110$旧金山03
My Cinema Europe(二姨生日快乐),https://cdn12.178.indevs.in/163189/5bda99f1c049edef$旧金山03
经典电影(二姨生日快乐),https://cdn12.178.indevs.in/163189/61b8ea35ffce4630$旧金山03
CMusic(二姨生日快乐),https://cdn12.178.indevs.in/163189/d396cb84b6c89889$旧金山03
梦工厂(二姨生日快乐),https://cdn12.178.indevs.in/163189/10395eb942c5a9b9$旧金山03
精选动漫台(二姨生日快乐),https://cdn12.178.indevs.in/163189/e1d66f74bd2d4894$旧金山03
金光布袋戏(二姨生日快乐),https://cdn12.178.indevs.in/163189/5479c245d9d580b5$旧金山03

台视(二姨生日快乐),http://211.72.174.95:8112/0.ts$台北凯撒饭店
中视(二姨生日快乐),http://211.72.174.95:8113/0.ts$台北凯撒饭店
华视(二姨生日快乐),http://211.72.174.95:8114/0.ts$台北凯撒饭店
公视(二姨生日快乐),http://211.72.174.95:8116/0.ts$台北凯撒饭店
民视(二姨生日快乐),http://211.72.174.95:8115/0.ts$台北凯撒饭店
民视新闻(二姨生日快乐),http://211.72.174.95:8117/0.ts$台北凯撒饭店

唐人卫视(二姨生日快乐),https://ntd02.akamaized.net/HD-NY/tracks-v3a1/mono.m3u8$NTD

凤凰中文(二姨生日快乐),http://api.kkhk.itv888.vip:8080/streams/vny1wblsnch/index.m3u8$旧金山beta
凤凰资讯(二姨生日快乐),http://api.kkhk.itv888.vip:8080/streams/wzt3qbit80m/index.m3u8$旧金山beta
凤凰香港(二姨生日快乐),http://api.kkhk.itv888.vip:8080/streams/mty4v56ud39/index.m3u8$旧金山beta
TVB翡翠台(二姨生日快乐),http://api.kkhk.itv888.vip:8080/streams/91wc8xdtj8/index.m3u8$旧金山beta
CHC家庭影院(二姨生日快乐),http://api.kkhk.itv888.vip:8080/streams/qja633ty8n/index.m3u8$旧金山beta
CHC动作电影(二姨生日快乐),http://api.kkhk.itv888.vip:8080/streams/tbqrnwqrilg/index.m3u8$旧金山beta
CHC影迷电影(二姨生日快乐),http://api.kkhk.itv888.vip:8080/streams/narc71xn3d/index.m3u8$旧金山beta

凤凰中文(二姨生日快乐),http://r.jdshipin.com/cCCzW$jd视频
凤凰资讯(二姨生日快乐),http://r.jdshipin.com/0Rp07$jd视频
凤凰香港(二姨生日快乐),http://r.jdshipin.com/yDoTN$jd视频
凤凰香港(二姨生日快乐),http://r.jdshipin.com/NfC0f$jd视频
MYTV黄金华剧台(二姨生日快乐),http://r.jdshipin.com/62WM7$jd视频
TVB翡翠台(二姨生日快乐),http://r.jdshipin.com/qrfbg$jd视频
TVB无线新闻台(二姨生日快乐),http://r.jdshipin.com/CkuBd$jd视频
TVB明珠台(二姨生日快乐),http://r.jdshipin.com/ZQ4kN$jd视频
TVB Plus(二姨生日快乐),http://r.jdshipin.com/ndGgS$jd视频
TVB Plus(二姨生日快乐),http://r.jdshipin.com/Nr5jq$jd视频
TVB星河(二姨生日快乐),http://r.jdshipin.com/Voac4$jd视频
TVB星河(二姨生日快乐),http://r.jdshipin.com/sXuuD$jd视频
TVB华丽翡翠台(二姨生日快乐),http://r.jdshipin.com/thuYX$jd视频
ViuTV(二姨生日快乐),http://r.jdshipin.com/vSJvl$jd视频
澳视澳门(二姨生日快乐),http://r.jdshipin.com/n2YZI$jd视频

面包台(二姨生日快乐),https://video.bread-tv.com:8091/hls-live24/online/index.m3u8$面包电台在线

耀才财经台(二姨生日快乐),https://v3.mediacast.hk/webcast/bshdlive-pc/playlist.m3u8$耀才财经

