

馃嚚馃嚦4K瓒呮竻,#genre#
IPTV8+,http://tv.zhangzp.top:4022/udp/234.1.3.130:5000 

娴峰崡鍗,http://tv.zhangzp.top:4022/udp/234.1.3.53:5000 

闈掓捣鍗,http://tv.zhangzp.top:4022/udp/234.1.3.38:5000 

IPTV閲庡,http://tv.zhangzp.top:4022/udp/234.1.3.126:5000 

鐢樿們鍗,http://tv.zhangzp.top:4022/udp/234.1.3.39:5000 

闄曡タ鍗,http://tv.zhangzp.top:4022/udp/234.1.3.31:5000 

瓒崇悆,http://tv.zhangzp.top:4022/udp/239.125.1.51:5000 

鐔婄尗棰戦亾,http://tv.zhangzp.top:4022/udp/239.125.1.23:5000 

瑗胯棌鍗,http://tv.zhangzp.top:4022/udp/234.1.3.35:5000 

CETV4,http://tv.zhangzp.top:4022/udp/239.125.1.110:4120 

鍩庡競鍓у満,http://tv.zhangzp.top:4022/udp/234.1.3.136:5000 

鍙よ鍓у満,http://tv.zhangzp.top:4022/udp/234.1.3.135:5000 

闊充箰鐜板満,http://tv.zhangzp.top:4022/udp/239.125.1.40:5000 

鏄熷奖,http://tv.zhangzp.top:4022/udp/239.125.1.55:5000 

姝︿緺鍓у満,http://tv.zhangzp.top:4022/udp/234.1.3.138:5000 

鍔ㄤ綔褰遍櫌,http://tv.zhangzp.top:4022/udp/239.125.1.53:5000 

鍦扮悊,http://tv.zhangzp.top:4022/udp/239.125.1.41:5000 

鏂扮枂鍗,http://tv.zhangzp.top:4022/udp/234.1.3.34:5000 

鍐涙梾鍓у満,http://tv.zhangzp.top:4022/udp/234.1.3.144:5000 

閲戦拱鍗￠€�,http://tv.zhangzp.top:4022/udp/234.1.3.56:5000 

鍏ㄧ邯瀹�,http://tv.zhangzp.top:4022/udp/239.125.1.38:5000 

灞变笢鏁欒偛,http://tv.zhangzp.top:4022/udp/234.1.3.69:5000 

鍔ㄦ极绉€鍦�,http://tv.zhangzp.top:4022/udp/239.125.1.31:5000 

绮鹃€�,http://tv.zhangzp.top:4022/udp/239.125.1.43:5000 

鍔ㄧ敾,http://tv.zhangzp.top:4022/udp/239.125.1.45:5000 

閮藉競鍓у満,http://tv.zhangzp.top:4022/udp/234.1.3.140:5000 

涓冨僵鎴忓墽,http://tv.zhangzp.top:4022/udp/239.125.1.32:5000 

鏋侀€熸苯杞�,http://tv.zhangzp.top:4022/udp/239.125.1.34:5000 

IPTV灏戝効鍔ㄧ敾,http://tv.zhangzp.top:4022/udp/234.1.3.145:5000 

CCTV-17,http://tv.zhangzp.top:4022/udp/239.125.1.100:5000 

閲戣壊棰戦亾,http://tv.zhangzp.top:4022/udp/239.125.1.39:5000 

鍠滃墽褰遍櫌,http://tv.zhangzp.top:4022/udp/239.125.1.52:5000 

鏃╂暀,http://tv.zhangzp.top:4022/udp/239.125.1.44:5000 

瀹跺涵褰遍櫌,http://tv.zhangzp.top:4022/udp/239.125.1.54:5000 

濂藉鐢�,http://tv.zhangzp.top:4022/udp/239.125.1.17:4120 

榄呭姏鏃跺皻,http://tv.zhangzp.top:4022/udp/239.125.1.27:5000 

鐖辩敓娲�,http://tv.zhangzp.top:4022/udp/239.125.1.50:5000 

娓告垙椋庝簯,http://tv.zhangzp.top:4022/udp/239.125.1.33:5000 

涓滄柟璐㈢粡,http://tv.zhangzp.top:4022/udp/239.125.1.36:5000 

鍏夊奖,http://tv.zhangzp.top:4022/udp/239.125.1.49:5000 

鏀惰鎸囧崡,http://tv.zhangzp.top:4022/udp/239.125.44.3:5000 

鐑挱鍓у満,http://tv.zhangzp.top:4022/udp/234.1.3.143:5000 

缁忓吀鐢靛奖,http://tv.zhangzp.top:4022/udp/239.125.1.28:5000 

鍐呰挋鍙ゅ崼瑙�,http://tv.zhangzp.top:4022/udp/239.125.1.58:5000 

IPTV娉曟不,http://tv.zhangzp.top:4022/udp/239.125.1.56:5000 

IPTV鐩稿０灏忓搧,http://tv.zhangzp.top:4022/udp/239.125.1.30:5000 

婀栧崡鍗,http://tv.zhangzp.top:4022/udp/234.1.3.44:5000 

姹熻嫃鍗,http://tv.zhangzp.top:4022/udp/234.1.3.46:5000 

娣卞湷鍗,http://tv.zhangzp.top:4022/udp/234.1.3.54:5000 

榛戦緳姹熷崼瑙�,http://tv.zhangzp.top:4022/udp/234.1.3.41:5000 

鍥涘窛鍗,http://tv.zhangzp.top:4022/udp/234.1.3.49:5000 

CETV2,http://tv.zhangzp.top:4022/udp/239.125.1.29:5000 

澧ㄥ疂,http://tv.zhangzp.top:4022/udp/239.125.1.48:5000 

缇庝汉,http://tv.zhangzp.top:4022/udp/239.125.44.9:4120 

閴磋祻,http://tv.zhangzp.top:4022/udp/239.125.1.47:5000 

IPTV5+楂樻竻,http://tv.zhangzp.top:4022/udp/239.125.1.25:5000 

浼樿喘鐗�,http://tv.zhangzp.top:4022/udp/234.1.3.188:5000 

瀹跺璐墿,http://tv.zhangzp.top:4022/udp/234.1.3.187:5000 

瀹舵湁璐墿,http://tv.zhangzp.top:4022/udp/234.1.3.185:5000 

鑱氶波鐜悆,http://tv.zhangzp.top:4022/udp/234.1.3.184:5000 

澶箍璐墿,http://tv.zhangzp.top:4022/udp/239.125.2.14:4120 



閲戦拱绾疄楂樻竻,http://tv.zhangzp.top:4022/udp/239.125.2.106:4134 



馃嚚馃嚦灞辫タ棰戦亾,#genre#
灞辫タ鍗,https://www.pantxt.top/f/OA3iv/k-web/ku9/js/shaanxi.js?id=sxws
灞辫タ缁忔祹,https://www.pantxt.top/f/OA3iv/k-web/ku9/js/shaanxi.js?id=sxjj
灞辫タ褰辫,https://www.pantxt.top/f/OA3iv/k-web/ku9/js/shaanxi.js?id=sxys
灞辫タ绀句細涓庢硶娌�,https://www.pantxt.top/f/OA3iv/k-web/ku9/js/shaanxi.js?id=sxshfz
灞辫タ鏂囦綋鐢熸椿,https://www.pantxt.top/f/OA3iv/k-web/ku9/js/shaanxi.js?id=sxwtsh
灞辫タ榛勬渤,https://www.pantxt.top/f/OA3iv/k-web/ku9/js/shaanxi.js?id=sxhh
澶師鏂伴椈缁煎悎,https://www.pantxt.top/f/OA3iv/k-web/ku9/js/shaanxi.js?id=ty1

闃虫硥鏂伴椈缁煎悎,https://www.pantxt.top/f/OA3iv/k-web/ku9/js/shaanxi.js?id=yq1
闀挎不鏂伴椈缁煎悎,https://www.pantxt.top/f/OA3iv/k-web/ku9/js/shaanxi.js?id=cz1
鏅嬪煄鏂伴椈缁煎悎,https://www.pantxt.top/f/OA3iv/k-web/ku9/js/shaanxi.js?id=jc1
鏈斿窞鏂伴椈缁煎悎,https://www.pantxt.top/f/OA3iv/k-web/ku9/js/shaanxi.js?id=sz1
鏅嬩腑缁煎悎,https://www.pantxt.top/f/OA3iv/k-web/ku9/js/shaanxi.js?id=jz1
杩愬煄鏂伴椈缁煎悎,https://www.pantxt.top/f/OA3iv/k-web/ku9/js/shaanxi.js?id=yc1
蹇诲窞缁煎悎,https://www.pantxt.top/f/OA3iv/k-web/ku9/js/shaanxi.js?id=xz1
涓存本鏂伴椈缁煎悎,https://www.pantxt.top/f/OA3iv/k-web/ku9/js/shaanxi.js?id=lf1
鍚曟鏂伴椈缁煎悎,https://www.pantxt.top/f/OA3iv/k-web/ku9/js/shaanxi.js?id=ll1
澶у悓缁煎悎,https://5266.kstore.space/k-web/ku9/js/kuwyeqp.js?id=https://www.dtradio.com.cn/local/folder25
馃嚚馃嚦姹熻タ棰戦亾,#genre#
姹熻タ閮藉競,https://5266.kstore.space/k-web/ku9/js/jiangxi.js?id=jx2
姹熻タ缁忔祹,https://5266.kstore.space/k-web/ku9/js/jiangxi.js?id=jx3
姹熻タ鍐滀笟,https://5266.kstore.space/k-web/ku9/js/jiangxi.js?id=jx5
姹熻タ灏戝効,https://5266.kstore.space/k-web/ku9/js/jiangxi.js?id=jx6
姹熻タ鏂伴椈,https://5266.kstore.space/k-web/ku9/js/jiangxi.js?id=jx7
姹熻タ鍗楁槍,https://5266.kstore.space/k-web/ku9/js/jiangxi.js?id=nanchang
姹熻タ涔濇睙,https://5266.kstore.space/k-web/ku9/js/jiangxi.js?id=jiujiang
姹熻タ鏅痉闀�,https://5266.kstore.space/k-web/ku9/js/jiangxi.js?id=jdz
姹熻タ钀嶄埂,https://5266.kstore.space/k-web/ku9/js/jiangxi.js?id=px
姹熻タ鏂颁綑,https://5266.kstore.space/k-web/ku9/js/jiangxi.js?id=xy
姹熻タ楣版江,https://5266.kstore.space/k-web/ku9/js/jiangxi.js?id=yt
姹熻タ瀹滄槬,https://5266.kstore.space/k-web/ku9/js/jiangxi.js?id=yc
姹熻タ涓婇ザ,https://5266.kstore.space/k-web/ku9/js/jiangxi.js?id=sr
姹熻タ鎶氬窞,https://5266.kstore.space/k-web/ku9/js/jiangxi.js?id=fuzhou
姹熻タ鍚夊畨,https://5266.kstore.space/k-web/ku9/js/jiangxi.js?id=ja


馃キ鑺掓灉瑙嗛,#genre#



鍗楀渤鐢佃鍙�,https://5266.kstore.space/k-web/ku9/js/hunhw.js?id=1817&t=婀樿タ鍗鍑哄搧
鑼堕櫟鏂伴椈缁煎悎,https://5266.kstore.space/k-web/ku9/js/hunhw.js?id=1642&t=婀樿タ鍗鍑哄搧
闊跺北缁煎悎,https://5266.kstore.space/k-web/ku9/js/hunhw.js?id=1760&t=婀樿タ鍗鍑哄搧
婀樻江鍘跨數瑙嗗彴,https://5266.kstore.space/k-web/ku9/js/hunhw.js?id=1102&t=婀樿タ鍗鍑哄搧
娲睙缁煎悎,https://5266.kstore.space/k-web/ku9/js/hunhw.js?id=2510&t=婀樿タ鍗鍑哄搧
婧嗘郸缁煎悎,https://5266.kstore.space/k-web/ku9/js/hunhw.js?id=1916&t=婀樿タ鍗鍑哄搧
娌呴櫟缁煎悎,https://5266.kstore.space/k-web/ku9/js/hunhw.js?id=4860&t=婀樿タ鍗鍑哄搧
浜戞邯鏂伴椈缁煎悎,https://5266.kstore.space/k-web/ku9/js/hunhw.js?id=1603&t=婀樿タ鍗鍑哄搧
璧勫叴鍙�,https://5266.kstore.space/k-web/ku9/js/hunhw.js?id=2329&t=婀樿タ鍗鍑哄搧
鏂扮敯缁煎悎,https://5266.kstore.space/k-web/ku9/js/hunhw.js?id=3160&t=婀樿タ鍗鍑哄搧
妗傞槼鍘跨患鍚�,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=7&t=婀樿タ鍗鍑哄搧
涓柟鍘跨患鍚�,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=18&t=婀樿タ鍗鍑哄搧
鑺锋睙缁煎悎,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=20&t=婀樿タ鍗鍑哄搧
鏂版檭鐢佃鍙�,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=23&t=婀樿タ鍗鍑哄搧
鑰掗槼鐢佃鍙�,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=27&t=婀樿タ鍗鍑哄搧
姹夊缁煎悎棰戦亾,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=31&t=婀樿タ鍗鍑哄搧
闈栧窞缁煎悎棰戦亾,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=34&t=婀樿タ鍗鍑哄搧
楹婚槼鐢佃鍙�,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=38&t=婀樿タ鍗鍑哄搧
姘稿叴鐢佃鍙�,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=40&t=婀樿タ鍗鍑哄搧
鍙屽嘲鍘跨數瑙嗗彴,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=131&t=婀樿タ鍗鍑哄搧
鑺卞灒缁煎悎,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=134&t=婀樿タ鍗鍑哄搧
鍚夐缁煎悎,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=143&t=婀樿タ鍗鍑哄搧
鍙や笀鐢佃,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=144&t=婀樿タ鍗鍑哄搧
涓存缁煎悎,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=148&t=婀樿タ鍗鍑哄搧
姹濆煄鐢佃鍙�,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=149&t=婀樿タ鍗鍑哄搧
妗冩簮鐢佃鍙�,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=157&t=婀樿タ鍗鍑哄搧
鏀稿幙鐢佃鍙�,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=158&t=婀樿タ鍗鍑哄搧
娌呮睙缁煎悎,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=163&t=婀樿タ鍗鍑哄搧
婀橀槾缁煎悎,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=165&t=婀樿タ鍗鍑哄搧
姹ㄧ綏缁煎悎,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=166&t=婀樿タ鍗鍑哄搧
鏂板寲鐢佃鍙�,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=170&t=婀樿タ鍗鍑哄搧
妗備笢铻嶅獟,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=174&t=婀樿タ鍗鍑哄搧
缁ュ畞鐢佃鍙�,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=182&t=婀樿タ鍗鍑哄搧
琛￠槼鍘跨數瑙嗗彴,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=183&t=婀樿タ鍗鍑哄搧
鍢夌鏂伴椈缁煎悎,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=184&t=婀樿タ鍗鍑哄搧
妗戞鏂伴椈缁煎悎,https://5266.kstore.space/k-web/ku9/js/xinhunyun.js?id=185&t=婀樿タ鍗鍑哄搧
閭甸槼缁煎悎,https://5266.kstore.space/k-web/ku9/js/hunansy.js?id=xwzh&t=婀樿タ鍗鍑哄搧
閭甸槼鍏叡,https://5266.kstore.space/k-web/ku9/js/hunansy.js?id=ggpd&t=婀樿タ鍗鍑哄搧




馃嚚馃嚦娌冲崡棰戦亾,#genre#

娌冲崡鍗,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=hnws
娌冲崡閮藉競,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=hnds
娌冲崡姘戠敓,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=hnms
娌冲崡娉曟不,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=hmfz
娌冲崡鐢佃鍓�,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=hndsj
娌冲崡鏂伴椈,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=hnxw
娆㈣吘璐墿,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=htgw
娌冲崡鍏叡,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=hngg
娌冲崡涔℃潙,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=hnxc
娌冲崡姊ㄥ洯,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=hnly
鏂囩墿瀹濆簱,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=wwbk
姝︽湳涓栫晫,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=wspd
娌冲崡鏇茶壓,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=hnqy
绉诲姩鎴忔洸,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=ydxj
璞¤鐣�,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=xsj
鍥藉棰戦亾,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=gxpd
閮戝窞鏂伴椈缁煎悎,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=zz1
寮€灏佹柊闂荤患鍚�,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=kf1
娲涢槼鏂伴椈缁煎悎,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=ly1
骞抽《灞辨柊闂荤患鍚�,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=pds1
瀹夐槼鏂伴椈缁煎悎,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=ay1
楣ゅ鏂伴椈缁煎悎,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=hb1
鏂颁埂鏂伴椈缁煎悎,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=xx1
鐒︿綔鏂伴椈缁煎悎,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=jz1
婵槼鏂伴椈缁煎悎,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=py1
璁告槍鏂伴椈缁煎悎,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=xc1
婕渤鏂伴椈缁煎悎,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=lh1
涓夐棬宄℃柊闂荤患鍚�,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=smx1
鍗楅槼鏂伴椈缁煎悎,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=ny1
鍟嗕笜鏂伴椈缁煎悎,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=sq1
淇￠槼鏂伴椈缁煎悎,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=xy1
鍛ㄥ彛鏂伴椈缁煎悎,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=zk1
椹婚┈搴楁柊闂荤患鍚�,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=zmd1
娴庢簮鏂伴椈缁煎悎,https://www.pantxt.top/f/BYKh8/k-web/ku9/js/hnandx.js?id=jy1

馃嚚馃嚦鎴愰兘棰戦亾,#genre#
鎴愰兘缁忔祹,https://www.pantxt.top/f/D1oi3/k-web/ku9/js/cdu.js?id=cdjj
鎴愰兘鐢熸椿,https://www.pantxt.top/f/D1oi3/k-web/ku9/js/cdu.js?id=cdsh
鎴愰兘褰辫,https://www.pantxt.top/f/D1oi3/k-web/ku9/js/cdu.js?id=cdys
鎴愰兘鍏叡,https://www.pantxt.top/f/D1oi3/k-web/ku9/js/cdu.js?id=cdgg
鎴愰兘灏戝効,https://www.pantxt.top/f/D1oi3/k-web/ku9/js/cdu.js?id=cdse
鎴愰兘姒曞煄鍏堥攱,https://www.pantxt.top/f/D1oi3/k-web/ku9/js/cdu.js?id=cdrc

馃洶锔忛暱鍩庡浗闄�,#genre#,JS=https://www.pantxt.top/f/1xKFq/iptv.js

涓ぉ鏂伴椈,http://A/ku9/js/iptv.js?key=xianxiwsQQ缇�746405779&id=ztxw
姘戣鏃犵嚎鍙�,http://A/ku9/js/iptv.js?key=xianxiwsQQ缇�746405779&id=mswx
鍗庤,http://A/ku9/js/iptv.js?key=xianxiwsQQ缇�746405779&id=hs
TVBS,http://A/ku9/js/iptv.js?key=xianxiwsQQ缇�746405779&id=tvbs
澶х埍鐢佃,http://A/ku9/js/iptv.js?key=xianxiwsQQ缇�746405779&id=datv
濂芥秷鎭�2鍙�,http://A/ku9/js/iptv.js?key=xianxiwsQQ缇�746405779&id=good2
鏄嗕粦鍓у満,http://A/ku9/js/iptv.js?key=xianxiwsQQ缇�746405779&id=kljc
闀挎睙鍓у満,http://A/ku9/js/iptv.js?key=xianxiwsQQ缇�746405779&id=cjjc
鍖楃編鐒︾偣鏂伴椈鍙�,http://A/ku9/js/iptv.js?key=xianxiwsQQ缇�746405779&id=bmjdxw
鍖楃編缇庨鎾,http://A/ku9/js/iptv.js?key=xianxiwsQQ缇�746405779&id=bmms
鍖楃編鐢熸椿瑙嗛,http://A/ku9/js/iptv.js?key=xianxiwsQQ缇�746405779&id=bmsh
CCTV-4,http://A/ku9/js/iptv.js?key=xianxiwsQQ缇�746405779&id=cctv4
CCTV-5,http://A/ku9/js/iptv.js?key=xianxiwsQQ缇�746405779&id=cctv5
CCTV-6,http://A/ku9/js/iptv.js?key=xianxiwsQQ缇�746405779&id=cctv6
涓浗鐢靛奖棰戦亾,http://A/ku9/js/iptv.js?key=xianxiwsQQ缇�746405779&id=zgdy
鍖椾含鍗,http://A/ku9/js/iptv.js?key=xianxiwsQQ缇�746405779&id=bjws
涓滄柟鍗,http://A/ku9/js/iptv.js?key=xianxiwsQQ缇�746405779&id=dfws
瀹夊窘鍗,http://A/ku9/js/iptv.js?key=xianxiwsQQ缇�746405779&id=ahws
婀栧寳鍗,http://A/ku9/js/iptv.js?key=xianxiwsQQ缇�746405779&id=hubws
婀栧崡鍗,http://A/ku9/js/iptv.js?key=xianxiwsQQ缇�746405779&id=hunws
姹熻嫃鍗,http://A/ku9/js/iptv.js?key=xianxiwsQQ缇�746405779&id=jsws
娴欐睙鍗,http://A/ku9/js/iptv.js?key=xianxiwsQQ缇�746405779&id=zjws
娴峰场鍗,http://A/ku9/js/iptv.js?key=xianxiwsQQ缇�746405779&id=hxws
澶ф咕鍖哄崼瑙�,http://A/ku9/js/iptv.js?key=xianxiwsQQ缇�746405779&id=dwqws
骞胯タ鍗,http://A/ku9/js/iptv.js?key=xianxiwsQQ缇�746405779&id=gxws
浜戝崡鍗,http://A/ku9/js/iptv.js?key=xianxiwsQQ缇�746405779&id=ynws
璐靛窞鍗,http://A/ku9/js/iptv.js?key=xianxiwsQQ缇�746405779&id=gzws
涓滄柟璐㈢粡,http://A/ku9/js/iptv.js?key=xianxiwsQQ缇�746405779&id=dfcj
閲戦拱鍗￠€�,http://A/ku9/js/iptv.js?key=xianxiwsQQ缇�746405779&id=jykt
鍑ゅ嚢涓枃,http://A/ku9/js/iptv.js?key=xianxiwsQQ缇�746405779&id=fhzw
鍑ゅ嚢璧勮,http://A/ku9/js/iptv.js?key=xianxiwsQQ缇�746405779&id=fhzx
鍑ゅ嚢棣欐腐,http://A/ku9/js/iptv.js?key=xianxiwsQQ缇�746405779&id=fhxg
鍑ゅ嚢缇庢床,http://A/ku9/js/iptv.js?key=xianxiwsQQ缇�746405779&id=fhmz

馃嚬馃嚰涓崕鐢典俊,#genre#

涓ぉ鏂伴椈,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=cti_news
闈炲嚒鏂伴椈,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=unique_business_news
鍙拌鏂伴椈,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=ttv_news
姘戣鏂伴椈,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=ftv_news
瀵板畤鏂伴椈,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=global_news
涓鏂伴椈,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=ctv_news
TVBS鏂伴椈鍙�,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=tvbs_news
涓滄．鏂伴椈,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=ettv_news
涓滄．璐㈢粡,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=ettv_business
涓滄．骞煎辜,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=yoyo_tv
缇庝簹鐢靛奖,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=matv
涓滄．娲嬬墖,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=ettv_western
榫欏崕娲嬬墖,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=lunghua_western
榫欑ゥ鏃朵唬,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=ls_time
绾潵鐢靛奖,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=videoland_movie
绾潵浣撹偛,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=videoland_sports
绾潵缁煎悎,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=videoland_ontv
绾潵鑲蹭箰,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=videoland_max
绾潵鎴忓墽,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=videoland_gtv
涓滄．缁煎悎,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=ettv_metro
涓滄．鎴忓墽,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=ettv_drama
鍏鍙版咕鍙�,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=pts2
榫欏崕鎴忓墽,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=lunghua_drama
榫欏崕缁忓吀,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=longhua_classic
榫欏崕鍋跺儚,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=longhua_idol
澶╂槧棰戦亾,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=ctv
涓滄．鐢靛奖,http://154.219.125.7:8088/iptvtw.php?id=ettv_movie&key=xiangxiws2026
鍗庝簯涓枃鍙�,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=star-movies-chinese
EYE鏃呮父鍙�,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=eye-tv-travel
EYE鎴忓墽鍙�,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=eye-tv-drama
闈栧ぉ鍗￠€氬彴,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=golden-cartoon
arirang,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=arirang
鍗氭柉杩愬姩1,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=sportcast-sport-1
鍗氭柉杩愬姩2,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=sportcast-sport-2
鍙版咕MTV,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=mtv-live
涓夌珛鍥介檯,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=sanli-metro
涓夌珛閮戒細,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=set-metro
AXN鍙版咕,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=axn-taiwan
HBO,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=hbo
TVBS,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=tvbs
TVBS娆箰,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=tvbs-joy
HBO2,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=hbo-signature-taiwan
涓ぉ濞变箰,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=cti-entertaiment
涓ぉ缁煎悎,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=cti-metro
濂借幈鍧炵數褰卞彴,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=hollywood-movies
涓ぉ浜氭床,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=cti-asia
鍙拌缁煎悎,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=ttv-variety
姘戣,http://154.219.125.7:8088/iptvtw.php?key=xiangxiws2026&id=ftv
